1018,missForest,xgb,0.0672268907563025,0.937252685132843
1018,missForest,log_reg,0.036036036036036,0.939513849632561
1018,missForest,svm,0.018348623853211,0.939513849632561
1018,missForest,rf,0.0357142857142857,0.938948558507631
1590,missForest,xgb,0.908080155138979,0.854437506397789
1590,missForest,log_reg,0.90145661811273,0.840720646944416
1590,missForest,svm,0.906189926951173,0.850138192240762
1590,missForest,rf,0.910529045643154,0.858736820554816
188,missForest,xgb,0.84472049689441,0.831081081081081
188,missForest,log_reg,0.890243902439024,0.878378378378378
188,missForest,svm,0.893081761006289,0.885135135135135
188,missForest,rf,0.896969696969697,0.885135135135135
23381,missForest,xgb,0.657142857142857,0.52
23381,missForest,log_reg,0.713286713286713,0.59
23381,missForest,svm,0.76,0.64
23381,missForest,rf,0.721804511278195,0.63
27,missForest,xgb,0.772727272727273,0.864864864864865
27,missForest,log_reg,0.808510638297872,0.878378378378378
27,missForest,svm,0.782608695652174,0.864864864864865
27,missForest,rf,0.755555555555556,0.851351351351351
29,missForest,xgb,0.862745098039216,0.847826086956522
29,missForest,log_reg,0.868965517241379,0.86231884057971
29,missForest,svm,0.89041095890411,0.884057971014493
29,missForest,rf,0.885906040268456,0.876811594202899
38,missForest,xgb,0.990070921985816,0.981456953642384
38,missForest,log_reg,0.968901174844506,0.940397350993378
38,missForest,svm,0.978571428571429,0.960264900662252
38,missForest,rf,0.991501416430595,0.984105960264901
4,missForest,xgb,0,0.75
4,missForest,log_reg,0.5,0.833333333333333
4,missForest,svm,0.8,0.916666666666667
4,missForest,rf,0.5,0.833333333333333
40536,missForest,xgb,1,1
40536,missForest,log_reg,1,1
40536,missForest,svm,1,1
40536,missForest,rf,0.999285714285714,0.998806682577566
41278,missForest,xgb,0.88640641126829,0.796231757786975
41278,missForest,log_reg,0.887002909796314,0.796994118928338
41278,missForest,svm,0.887042987934275,0.797103027662819
41278,missForest,rf,0.888252498172069,0.800261380962753
55,missForest,xgb,0.266666666666667,0.645161290322581
55,missForest,log_reg,0.444444444444444,0.838709677419355
55,missForest,svm,0.571428571428572,0.903225806451613
55,missForest,rf,0.571428571428572,0.903225806451613
56,missForest,xgb,0.97029702970297,0.96551724137931
56,missForest,log_reg,0.980392156862745,0.977011494252874
56,missForest,svm,0.980392156862745,0.977011494252874
56,missForest,rf,0.980392156862745,0.977011494252874
6332,missForest,xgb,0.574712643678161,0.657407407407407
6332,missForest,log_reg,0.545454545454546,0.675925925925926
6332,missForest,svm,0.701298701298701,0.787037037037037
6332,missForest,rf,0.759493670886076,0.824074074074074
944,missForest,xgb,0.692307692307692,0.692307692307692
944,missForest,log_reg,0.774193548387097,0.730769230769231
944,missForest,svm,0.8125,0.769230769230769
944,missForest,rf,0.758620689655172,0.730769230769231
1018,VIM,xgb,0.0806451612903226,0.935556811758055
1018,VIM,log_reg,0.0181818181818182,0.938948558507631
1018,VIM,svm,0.018348623853211,0.939513849632561
1018,VIM,rf,0,0.938948558507631
1590,VIM,xgb,0.907982472851972,0.851673661582557
1590,VIM,log_reg,0.901111463956812,0.84061828232163
1590,VIM,svm,0.90577157132791,0.849421639881257
1590,VIM,rf,0.911022405356683,0.858532091309244
188,VIM,xgb,0.851851851851852,0.837837837837838
188,VIM,log_reg,0.898203592814371,0.885135135135135
188,VIM,svm,0.9125,0.905405405405405
188,VIM,rf,0.91358024691358,0.905405405405405
23381,VIM,xgb,0.700729927007299,0.59
23381,VIM,log_reg,0.733812949640288,0.63
23381,VIM,svm,0.761904761904762,0.65
23381,VIM,rf,0.711111111111111,0.61
29,VIM,xgb,0.776470588235294,0.72463768115942
29,VIM,log_reg,0.876712328767123,0.869565217391304
29,VIM,svm,0.905405405405405,0.898550724637681
29,VIM,rf,0.887417218543046,0.876811594202899
38,VIM,xgb,0.975817923186344,0.954966887417219
38,VIM,log_reg,0.966136834830684,0.935099337748344
38,VIM,svm,0.969175627240143,0.943046357615894
38,VIM,rf,0.98314606741573,0.968211920529801
40536,VIM,xgb,1,1
40536,VIM,log_reg,1,1
40536,VIM,svm,1,1
40536,VIM,rf,0.999642729546267,0.999403341288783
41278,VIM,xgb,0.888320545609548,0.800261380962753
41278,VIM,log_reg,0.886895381258334,0.796776301459377
41278,VIM,svm,0.887163309876244,0.79742975386626
41278,VIM,rf,0.887884157145476,0.800152472228273
55,VIM,xgb,0.333333333333333,0.870967741935484
55,VIM,log_reg,0.444444444444444,0.838709677419355
55,VIM,svm,0.571428571428572,0.903225806451613
55,VIM,rf,0.5,0.870967741935484
944,VIM,xgb,0.692307692307692,0.692307692307692
944,VIM,log_reg,0.774193548387097,0.730769230769231
944,VIM,svm,0.8125,0.769230769230769
944,VIM,rf,0.758620689655172,0.730769230769231
